2026-021	2026-04-03	9	4	Manayunk Runners	Harlem Eagles	Eagle Park	3	0	games/2026-021.json
2026-022	2026-04-03	10	3	Fairmount Rams	Bronx Wolves	Wolf Den	5	2	games/2026-022.json
2026-023	2026-04-03	14	16	Anacostia Kings	Bethesda Blaze	Blaze Arena	2	3	games/2026-023.json
2026-024	2026-04-03	7	6	Kensington Iron	Fishtown Ferals	Ferals Field	2	5	games/2026-024.json
2026-025	2026-04-03	8	5	Germantown Colonials	Staten Island Foxes	Fox Field	1	0	games/2026-025.json
2026-026	2026-04-03	11	2	South Philly Stallions	Brooklyn Hammers	Iron Yard	2	5	games/2026-026.json
2026-027	2026-04-03	12	1	Georgetown Ravens	Queens Titans	Queens Coliseum	8	7	games/2026-027.json
2026-028	2026-04-04	4	7	Harlem Eagles	Kensington Iron	Iron Works	4	5	games/2026-028.json
2026-029	2026-04-04	3	8	Bronx Wolves	Germantown Colonials	Colonial Field	8	7	games/2026-029.json
2026-030	2026-04-04	17	11	Silver Spring Ghosts	South Philly Stallions	Stallions Field	0	3	games/2026-030.json
2026-031	2026-04-04	0	14	Newark Knights	Anacostia Kings	Kings Yard	12	5	games/2026-031.json
2026-032	2026-04-04	1	10	Queens Titans	Fairmount Rams	Fairmount Field	6	5	games/2026-032.json
2026-033	2026-04-04	2	9	Brooklyn Hammers	Manayunk Runners	Canal Park	7	2	games/2026-033.json
2026-034	2026-04-04	16	12	Bethesda Blaze	Georgetown Ravens	Ravens Nest	0	2	games/2026-034.json
2026-035	2026-04-04	5	6	Staten Island Foxes	Fishtown Ferals	Ferals Field	4	5	games/2026-035.json
2026-036	2026-04-04	15	13	Alexandria Cannons	Capitol Hill Senators	Capitol Park	0	9	games/2026-036.json
2026-037	2026-04-05	5	4	Staten Island Foxes	Harlem Eagles	Eagle Park	4	1	games/2026-037.json
2026-038	2026-04-05	10	16	Fairmount Rams	Bethesda Blaze	Blaze Arena	7	9	games/2026-038.json
2026-039	2026-04-05	9	17	Manayunk Runners	Silver Spring Ghosts	Silver Spring Stadium	1	2	games/2026-039.json
2026-040	2026-04-05	12	14	Georgetown Ravens	Anacostia Kings	Kings Yard	7	8	games/2026-040.json
2026-041	2026-04-05	8	1	Germantown Colonials	Queens Titans	Queens Coliseum	7	0	games/2026-041.json
2026-042	2026-04-05	7	2	Kensington Iron	Brooklyn Hammers	Iron Yard	0	4	games/2026-042.json
2026-043	2026-04-05	13	0	Capitol Hill Senators	Newark Knights	Knights Field	1	7	games/2026-043.json
2026-044	2026-04-05	6	3	Fishtown Ferals	Bronx Wolves	Wolf Den	8	1	games/2026-044.json
2026-045	2026-04-05	11	15	South Philly Stallions	Alexandria Cannons	Cannon Field	2	0	games/2026-045.json
2026-046	2026-04-06	1	6	Queens Titans	Fishtown Ferals	Ferals Field	2	7	games/2026-046.json
2026-047	2026-04-06	0	12	Newark Knights	Georgetown Ravens	Ravens Nest	5	3	games/2026-047.json
2026-048	2026-04-06	14	10	Anacostia Kings	Fairmount Rams	Fairmount Field	6	5	games/2026-048.json
2026-049	2026-04-06	17	7	Silver Spring Ghosts	Kensington Iron	Iron Works	2	1	games/2026-049.json
2026-050	2026-04-06	3	4	Bronx Wolves	Harlem Eagles	Eagle Park	6	2	games/2026-050.json
2026-051	2026-04-06	13	11	Capitol Hill Senators	South Philly Stallions	Stallions Field	5	4	games/2026-051.json
2026-052	2026-04-06	2	5	Brooklyn Hammers	Staten Island Foxes	Fox Field	4	2	games/2026-052.json
2026-053	2026-04-06	15	9	Alexandria Cannons	Manayunk Runners	Canal Park	5	10	games/2026-053.json
2026-054	2026-04-06	16	8	Bethesda Blaze	Germantown Colonials	Colonial Field	0	3	games/2026-054.json
2026-055	2026-04-07	7	15	Kensington Iron	Alexandria Cannons	Cannon Field	3	1	games/2026-055.json
2026-056	2026-04-07	3	2	Bronx Wolves	Brooklyn Hammers	Iron Yard	1	8	games/2026-056.json
2026-057	2026-04-07	4	1	Harlem Eagles	Queens Titans	Queens Coliseum	2	7	games/2026-057.json
2026-058	2026-04-07	9	13	Manayunk Runners	Capitol Hill Senators	Capitol Park	0	1	games/2026-058.json
2026-059	2026-04-07	11	0	South Philly Stallions	Newark Knights	Knights Field	7	4	games/2026-059.json
2026-060	2026-04-07	8	14	Germantown Colonials	Anacostia Kings	Kings Yard	7	3	games/2026-060.json
2026-061	2026-04-07	5	17	Staten Island Foxes	Silver Spring Ghosts	Silver Spring Stadium	0	1	games/2026-061.json
2026-062	2026-04-07	6	16	Fishtown Ferals	Bethesda Blaze	Blaze Arena	1	3	games/2026-062.json
2026-063	2026-04-07	10	12	Fairmount Rams	Georgetown Ravens	Ravens Nest	7	2	games/2026-063.json
2026-064	2026-04-08	15	5	Alexandria Cannons	Staten Island Foxes	Fox Field	6	8	games/2026-064.json
2026-065	2026-04-08	13	7	Capitol Hill Senators	Kensington Iron	Iron Works	5	1	games/2026-065.json
2026-066	2026-04-08	16	4	Bethesda Blaze	Harlem Eagles	Eagle Park	2	1	games/2026-066.json
2026-067	2026-04-08	0	10	Newark Knights	Fairmount Rams	Fairmount Field	4	1	games/2026-067.json
2026-068	2026-04-08	11	9	South Philly Stallions	Manayunk Runners	Canal Park	7	2	games/2026-068.json
2026-069	2026-04-08	17	3	Silver Spring Ghosts	Bronx Wolves	Wolf Den	1	6	games/2026-069.json
2026-070	2026-04-08	1	2	Queens Titans	Brooklyn Hammers	Iron Yard	5	2	games/2026-070.json
2026-071	2026-04-08	14	6	Anacostia Kings	Fishtown Ferals	Ferals Field	2	5	games/2026-071.json
2026-072	2026-04-08	12	8	Georgetown Ravens	Germantown Colonials	Colonial Field	16	8	games/2026-072.json
2026-073	2026-04-09	1	17	Queens Titans	Silver Spring Ghosts	Silver Spring Stadium	5	0	games/2026-073.json
2026-074	2026-04-09	9	0	Manayunk Runners	Newark Knights	Knights Field	5	2	games/2026-074.json
2026-075	2026-04-09	8	10	Germantown Colonials	Fairmount Rams	Fairmount Field	1	3	games/2026-075.json
2026-076	2026-04-09	2	16	Brooklyn Hammers	Bethesda Blaze	Blaze Arena	5	1	games/2026-076.json
2026-077	2026-04-09	5	13	Staten Island Foxes	Capitol Hill Senators	Capitol Park	3	7	games/2026-077.json
2026-078	2026-04-09	7	11	Kensington Iron	South Philly Stallions	Stallions Field	2	4	games/2026-078.json
2026-079	2026-04-09	3	15	Bronx Wolves	Alexandria Cannons	Cannon Field	3	2	games/2026-079.json
2026-080	2026-04-09	4	14	Harlem Eagles	Anacostia Kings	Kings Yard	14	8	games/2026-080.json
2026-081	2026-04-09	6	12	Fishtown Ferals	Georgetown Ravens	Ravens Nest	10	0	games/2026-081.json
2026-082	2026-04-10	13	3	Capitol Hill Senators	Bronx Wolves	Wolf Den	0	4	games/2026-082.json
2026-083	2026-04-10	12	4	Georgetown Ravens	Harlem Eagles	Eagle Park	13	2	games/2026-083.json
2026-084	2026-04-10	16	17	Bethesda Blaze	Silver Spring Ghosts	Silver Spring Stadium	2	1	games/2026-084.json
2026-085	2026-04-10	14	2	Anacostia Kings	Brooklyn Hammers	Iron Yard	3	7	games/2026-085.json
2026-086	2026-04-10	0	8	Newark Knights	Germantown Colonials	Colonial Field	4	1	games/2026-086.json
2026-087	2026-04-10	15	1	Alexandria Cannons	Queens Titans	Queens Coliseum	1	7	games/2026-087.json
2026-088	2026-04-10	9	7	Manayunk Runners	Kensington Iron	Iron Works	8	5	games/2026-088.json
2026-089	2026-04-10	11	5	South Philly Stallions	Staten Island Foxes	Fox Field	2	3	games/2026-089.json
2026-090	2026-04-10	10	6	Fairmount Rams	Fishtown Ferals	Ferals Field	0	6	games/2026-090.json
2026-091	2026-04-11	7	0	Kensington Iron	Newark Knights	Knights Field	4	3	games/2026-091.json
2026-092	2026-04-11	1	13	Queens Titans	Capitol Hill Senators	Capitol Park	8	5	games/2026-092.json
2026-093	2026-04-11	17	14	Silver Spring Ghosts	Anacostia Kings	Kings Yard	6	5	games/2026-093.json
2026-094	2026-04-11	16	15	Bethesda Blaze	Alexandria Cannons	Cannon Field	3	0	games/2026-094.json
2026-095	2026-04-11	2	12	Brooklyn Hammers	Georgetown Ravens	Ravens Nest	13	3	games/2026-095.json
2026-096	2026-04-11	3	11	Bronx Wolves	South Philly Stallions	Stallions Field	8	2	games/2026-096.json
2026-097	2026-04-11	6	8	Fishtown Ferals	Germantown Colonials	Colonial Field	3	5	games/2026-097.json
2026-098	2026-04-11	4	10	Harlem Eagles	Fairmount Rams	Fairmount Field	7	4	games/2026-098.json
2026-099	2026-04-11	5	9	Staten Island Foxes	Manayunk Runners	Canal Park	1	2	games/2026-099.json
2026-100	2026-04-13	13	16	Capitol Hill Senators	Bethesda Blaze	Blaze Arena	1	9	games/2026-100.json
2026-101	2026-04-13	10	2	Fairmount Rams	Brooklyn Hammers	Iron Yard	3	2	games/2026-101.json
2026-102	2026-04-13	14	15	Anacostia Kings	Alexandria Cannons	Cannon Field	6	7	games/2026-102.json
2026-103	2026-04-13	12	17	Georgetown Ravens	Silver Spring Ghosts	Silver Spring Stadium	4	3	games/2026-103.json
2026-104	2026-04-13	11	1	South Philly Stallions	Queens Titans	Queens Coliseum	1	3	games/2026-104.json
2026-105	2026-04-13	9	3	Manayunk Runners	Bronx Wolves	Wolf Den	1	11	games/2026-105.json
2026-106	2026-04-13	8	4	Germantown Colonials	Harlem Eagles	Eagle Park	2	9	games/2026-106.json
2026-107	2026-04-13	0	6	Newark Knights	Fishtown Ferals	Ferals Field	7	18	games/2026-107.json
2026-108	2026-04-13	7	5	Kensington Iron	Staten Island Foxes	Fox Field	1	0	games/2026-108.json
2026-109	2026-04-14	2	8	Brooklyn Hammers	Germantown Colonials	Colonial Field	4	2	games/2026-109.json
2026-110	2026-04-14	15	12	Alexandria Cannons	Georgetown Ravens	Ravens Nest	11	9	games/2026-110.json
2026-111	2026-04-14	1	9	Queens Titans	Manayunk Runners	Canal Park	0	6	games/2026-111.json
2026-112	2026-04-14	5	0	Staten Island Foxes	Newark Knights	Knights Field	0	3	games/2026-112.json
2026-113	2026-04-14	14	13	Anacostia Kings	Capitol Hill Senators	Capitol Park	2	3	games/2026-113.json
2026-114	2026-04-14	16	11	Bethesda Blaze	South Philly Stallions	Stallions Field	3	2	games/2026-114.json
2026-115	2026-04-14	3	7	Bronx Wolves	Kensington Iron	Iron Works	1	6	games/2026-115.json
2026-116	2026-04-14	17	10	Silver Spring Ghosts	Fairmount Rams	Fairmount Field	6	4	games/2026-116.json
2026-117	2026-04-14	4	6	Harlem Eagles	Fishtown Ferals	Ferals Field	2	3	games/2026-117.json
2026-118	2026-04-15	12	13	Georgetown Ravens	Capitol Hill Senators	Capitol Park	1	2	games/2026-118.json
2026-119	2026-04-15	10	15	Fairmount Rams	Alexandria Cannons	Cannon Field	9	10	games/2026-119.json
2026-120	2026-04-15	9	16	Manayunk Runners	Bethesda Blaze	Blaze Arena	10	6	games/2026-120.json
2026-121	2026-04-15	5	3	Staten Island Foxes	Bronx Wolves	Wolf Den	3	6	games/2026-121.json
2026-122	2026-04-15	11	14	South Philly Stallions	Anacostia Kings	Kings Yard	7	1	games/2026-122.json
2026-123	2026-04-15	7	1	Kensington Iron	Queens Titans	Queens Coliseum	5	3	games/2026-123.json
2026-124	2026-04-15	8	17	Germantown Colonials	Silver Spring Ghosts	Silver Spring Stadium	3	2	games/2026-124.json
2026-125	2026-04-15	0	4	Newark Knights	Harlem Eagles	Eagle Park	3	4	games/2026-125.json
2026-126	2026-04-15	6	2	Fishtown Ferals	Brooklyn Hammers	Iron Yard	11	4	games/2026-126.json
2026-127	2026-04-16	15	8	Alexandria Cannons	Germantown Colonials	Colonial Field	2	0	games/2026-127.json
2026-128	2026-04-16	3	0	Bronx Wolves	Newark Knights	Knights Field	9	12	games/2026-128.json
2026-129	2026-04-16	2	4	Brooklyn Hammers	Harlem Eagles	Eagle Park	8	6	games/2026-129.json
2026-130	2026-04-16	17	6	Silver Spring Ghosts	Fishtown Ferals	Ferals Field	5	4	games/2026-130.json
2026-131	2026-04-16	14	9	Anacostia Kings	Manayunk Runners	Canal Park	1	3	games/2026-131.json
2026-132	2026-04-16	1	5	Queens Titans	Staten Island Foxes	Fox Field	0	1	games/2026-132.json
2026-133	2026-04-16	13	10	Capitol Hill Senators	Fairmount Rams	Fairmount Field	7	10	games/2026-133.json
2026-134	2026-04-16	16	7	Bethesda Blaze	Kensington Iron	Iron Works	2	3	games/2026-134.json
2026-135	2026-04-16	12	11	Georgetown Ravens	South Philly Stallions	Stallions Field	2	3	games/2026-135.json
2026-136	2026-04-17	10	11	Fairmount Rams	South Philly Stallions	Stallions Field	3	2	games/2026-136.json
2026-137	2026-04-17	3	1	Bronx Wolves	Queens Titans	Queens Coliseum	5	1	games/2026-137.json
2026-138	2026-04-17	7	14	Kensington Iron	Anacostia Kings	Kings Yard	1	6	games/2026-138.json
2026-139	2026-04-17	9	12	Manayunk Runners	Georgetown Ravens	Ravens Nest	3	2	games/2026-139.json
2026-140	2026-04-17	0	2	Newark Knights	Brooklyn Hammers	Iron Yard	7	6	games/2026-140.json
2026-141	2026-04-17	6	15	Fishtown Ferals	Alexandria Cannons	Cannon Field	6	2	games/2026-141.json
2026-142	2026-04-17	5	16	Staten Island Foxes	Bethesda Blaze	Blaze Arena	3	1	games/2026-142.json
2026-143	2026-04-17	8	13	Germantown Colonials	Capitol Hill Senators	Capitol Park	3	2	games/2026-143.json
2026-144	2026-04-17	4	17	Harlem Eagles	Silver Spring Ghosts	Silver Spring Stadium	6	4	games/2026-144.json
2026-145	2026-04-18	1	0	Queens Titans	Newark Knights	Knights Field	5	1	games/2026-145.json
2026-146	2026-04-18	15	4	Alexandria Cannons	Harlem Eagles	Eagle Park	3	4	games/2026-146.json
2026-147	2026-04-18	13	6	Capitol Hill Senators	Fishtown Ferals	Ferals Field	4	5	games/2026-147.json
2026-148	2026-04-18	14	5	Anacostia Kings	Staten Island Foxes	Fox Field	12	8	games/2026-148.json
2026-149	2026-04-18	17	2	Silver Spring Ghosts	Brooklyn Hammers	Iron Yard	4	11	games/2026-149.json
2026-150	2026-04-18	12	7	Georgetown Ravens	Kensington Iron	Iron Works	1	5	games/2026-150.json
2026-151	2026-04-18	10	9	Fairmount Rams	Manayunk Runners	Canal Park	5	4	games/2026-151.json
2026-152	2026-04-18	11	8	South Philly Stallions	Germantown Colonials	Colonial Field	3	2	games/2026-152.json
2026-153	2026-04-18	16	3	Bethesda Blaze	Bronx Wolves	Wolf Den	5	3	games/2026-153.json
2026-154	2026-04-19	0	17	Newark Knights	Silver Spring Ghosts	Silver Spring Stadium	6	8	games/2026-154.json
2026-155	2026-04-19	4	13	Harlem Eagles	Capitol Hill Senators	Capitol Park	3	8	games/2026-155.json
2026-156	2026-04-19	6	11	Fishtown Ferals	South Philly Stallions	Stallions Field	3	0	games/2026-156.json
2026-157	2026-04-19	5	12	Staten Island Foxes	Georgetown Ravens	Ravens Nest	4	3	games/2026-157.json
2026-158	2026-04-19	8	9	Germantown Colonials	Manayunk Runners	Canal Park	5	4	games/2026-158.json
2026-159	2026-04-19	2	15	Brooklyn Hammers	Alexandria Cannons	Cannon Field	3	2	games/2026-159.json
2026-160	2026-04-19	1	16	Queens Titans	Bethesda Blaze	Blaze Arena	3	1	games/2026-160.json
2026-161	2026-04-19	3	14	Bronx Wolves	Anacostia Kings	Kings Yard	5	4	games/2026-161.json
2026-162	2026-04-19	7	10	Kensington Iron	Fairmount Rams	Fairmount Field	2	1	games/2026-162.json
2026-163	2026-04-20	16	0	Bethesda Blaze	Newark Knights	Knights Field	4	5	games/2026-163.json
2026-164	2026-04-20	10	5	Fairmount Rams	Staten Island Foxes	Fox Field	1	3	games/2026-164.json
2026-165	2026-04-20	8	7	Germantown Colonials	Kensington Iron	Iron Works	3	6	games/2026-165.json
2026-166	2026-04-20	9	6	Manayunk Runners	Fishtown Ferals	Ferals Field	6	2	games/2026-166.json
2026-167	2026-04-20	13	2	Capitol Hill Senators	Brooklyn Hammers	Iron Yard	8	10	games/2026-167.json
2026-168	2026-04-20	15	17	Alexandria Cannons	Silver Spring Ghosts	Silver Spring Stadium	8	2	games/2026-168.json
2026-169	2026-04-20	11	4	South Philly Stallions	Harlem Eagles	Eagle Park	2	3	games/2026-169.json
2026-170	2026-04-20	12	3	Georgetown Ravens	Bronx Wolves	Wolf Den	3	4	games/2026-170.json
2026-171	2026-04-20	14	1	Anacostia Kings	Queens Titans	Queens Coliseum	1	0	games/2026-171.json
2026-172	2026-04-21	1	12	Queens Titans	Georgetown Ravens	Ravens Nest	2	0	games/2026-172.json
2026-173	2026-04-21	4	9	Harlem Eagles	Manayunk Runners	Canal Park	2	3	games/2026-173.json
2026-174	2026-04-21	3	10	Bronx Wolves	Fairmount Rams	Fairmount Field	0	3	games/2026-174.json
2026-175	2026-04-21	16	14	Bethesda Blaze	Anacostia Kings	Kings Yard	1	2	games/2026-175.json
2026-176	2026-04-21	0	15	Newark Knights	Alexandria Cannons	Cannon Field	4	3	games/2026-176.json
2026-177	2026-04-21	5	8	Staten Island Foxes	Germantown Colonials	Colonial Field	7	9	games/2026-177.json
2026-178	2026-04-21	17	13	Silver Spring Ghosts	Capitol Hill Senators	Capitol Park	1	2	games/2026-178.json
2026-179	2026-04-21	2	11	Brooklyn Hammers	South Philly Stallions	Stallions Field	4	5	games/2026-179.json
2026-180	2026-04-21	6	7	Fishtown Ferals	Kensington Iron	Iron Works	2	0	games/2026-180.json
2026-181	2026-04-22	7	4	Kensington Iron	Harlem Eagles	Eagle Park	6	2	games/2026-181.json
2026-182	2026-04-22	9	2	Manayunk Runners	Brooklyn Hammers	Iron Yard	1	0	games/2026-182.json
2026-183	2026-04-22	11	17	South Philly Stallions	Silver Spring Ghosts	Silver Spring Stadium	4	3	games/2026-183.json
2026-184	2026-04-22	10	1	Fairmount Rams	Queens Titans	Queens Coliseum	5	3	games/2026-184.json
2026-185	2026-04-22	13	15	Capitol Hill Senators	Alexandria Cannons	Cannon Field	1	5	games/2026-185.json
2026-186	2026-04-22	8	3	Germantown Colonials	Bronx Wolves	Wolf Den	0	1	games/2026-186.json
2026-187	2026-04-22	14	0	Anacostia Kings	Newark Knights	Knights Field	1	0	games/2026-187.json
2026-188	2026-04-22	12	16	Georgetown Ravens	Bethesda Blaze	Blaze Arena	2	0	games/2026-188.json
2026-189	2026-04-22	6	5	Fishtown Ferals	Staten Island Foxes	Fox Field	4	0	games/2026-189.json
2026-190	2026-04-24	16	10	Bethesda Blaze	Fairmount Rams	Fairmount Field	3	7	games/2026-190.json
2026-191	2026-04-24	15	11	Alexandria Cannons	South Philly Stallions	Stallions Field	2	7	games/2026-191.json
2026-192	2026-04-24	14	12	Anacostia Kings	Georgetown Ravens	Ravens Nest	3	2	games/2026-192.json
2026-193	2026-04-24	4	5	Harlem Eagles	Staten Island Foxes	Fox Field	3	5	games/2026-193.json
2026-194	2026-04-24	1	8	Queens Titans	Germantown Colonials	Colonial Field	4	5	games/2026-194.json
2026-195	2026-04-24	17	9	Silver Spring Ghosts	Manayunk Runners	Canal Park	8	6	games/2026-195.json
2026-196	2026-04-24	3	6	Bronx Wolves	Fishtown Ferals	Ferals Field	3	1	games/2026-196.json
2026-197	2026-04-24	0	13	Newark Knights	Capitol Hill Senators	Capitol Park	7	6	games/2026-197.json
2026-198	2026-04-24	2	7	Brooklyn Hammers	Kensington Iron	Iron Works	7	2	games/2026-198.json
2026-199	2026-04-25	5	2	Staten Island Foxes	Brooklyn Hammers	Iron Yard	0	8	games/2026-199.json
2026-200	2026-04-25	9	15	Manayunk Runners	Alexandria Cannons	Cannon Field	1	2	games/2026-200.json
2026-201	2026-04-25	8	16	Germantown Colonials	Bethesda Blaze	Blaze Arena	0	1	games/2026-201.json
2026-202	2026-04-25	4	3	Harlem Eagles	Bronx Wolves	Wolf Den	1	7	games/2026-202.json
2026-203	2026-04-25	10	14	Fairmount Rams	Anacostia Kings	Kings Yard	2	5	games/2026-203.json
2026-204	2026-04-25	12	0	Georgetown Ravens	Newark Knights	Knights Field	1	3	games/2026-204.json
2026-205	2026-04-25	6	1	Fishtown Ferals	Queens Titans	Queens Coliseum	1	3	games/2026-205.json
2026-206	2026-04-25	7	17	Kensington Iron	Silver Spring Ghosts	Silver Spring Stadium	2	3	games/2026-206.json
2026-207	2026-04-25	11	13	South Philly Stallions	Capitol Hill Senators	Capitol Park	1	0	games/2026-207.json
2026-208	2026-04-26	15	7	Alexandria Cannons	Kensington Iron	Iron Works	3	6	games/2026-208.json
2026-209	2026-04-26	13	9	Capitol Hill Senators	Manayunk Runners	Canal Park	2	3	games/2026-209.json
2026-210	2026-04-26	17	5	Silver Spring Ghosts	Staten Island Foxes	Fox Field	1	2	games/2026-210.json
2026-211	2026-04-26	0	11	Newark Knights	South Philly Stallions	Stallions Field	3	11	games/2026-211.json
2026-212	2026-04-26	14	8	Anacostia Kings	Germantown Colonials	Colonial Field	8	2	games/2026-212.json
2026-213	2026-04-26	16	6	Bethesda Blaze	Fishtown Ferals	Ferals Field	1	4	games/2026-213.json
2026-214	2026-04-26	12	10	Georgetown Ravens	Fairmount Rams	Fairmount Field	6	8	games/2026-214.json
2026-215	2026-04-26	1	4	Queens Titans	Harlem Eagles	Eagle Park	4	2	games/2026-215.json
2026-216	2026-04-26	2	3	Brooklyn Hammers	Bronx Wolves	Wolf Den	2	1	games/2026-216.json
2026-217	2026-04-27	6	14	Fishtown Ferals	Anacostia Kings	Kings Yard	2	9	games/2026-217.json
2026-218	2026-04-27	10	0	Fairmount Rams	Newark Knights	Knights Field	6	7	games/2026-218.json
2026-219	2026-04-27	3	17	Bronx Wolves	Silver Spring Ghosts	Silver Spring Stadium	11	0	games/2026-219.json
2026-220	2026-04-27	4	16	Harlem Eagles	Bethesda Blaze	Blaze Arena	2	0	games/2026-220.json
2026-221	2026-04-27	8	12	Germantown Colonials	Georgetown Ravens	Ravens Nest	3	4	games/2026-221.json
2026-222	2026-04-27	9	11	Manayunk Runners	South Philly Stallions	Stallions Field	6	8	games/2026-222.json
2026-223	2026-04-27	7	13	Kensington Iron	Capitol Hill Senators	Capitol Park	3	0	games/2026-223.json
2026-224	2026-04-27	2	1	Brooklyn Hammers	Queens Titans	Queens Coliseum	2	4	games/2026-224.json
2026-225	2026-04-27	5	15	Staten Island Foxes	Alexandria Cannons	Cannon Field	5	7	games/2026-225.json
2026-226	2026-04-28	10	8	Fairmount Rams	Germantown Colonials	Colonial Field	6	11	games/2026-226.json
2026-227	2026-04-28	14	4	Anacostia Kings	Harlem Eagles	Eagle Park	0	1	games/2026-227.json
2026-228	2026-04-28	15	3	Alexandria Cannons	Bronx Wolves	Wolf Den	0	5	games/2026-228.json
2026-229	2026-04-28	12	6	Georgetown Ravens	Fishtown Ferals	Ferals Field	0	3	games/2026-229.json
2026-230	2026-04-28	11	7	South Philly Stallions	Kensington Iron	Iron Works	10	11	games/2026-230.json
2026-231	2026-04-28	0	9	Newark Knights	Manayunk Runners	Canal Park	1	3	games/2026-231.json
2026-232	2026-04-28	16	2	Bethesda Blaze	Brooklyn Hammers	Iron Yard	6	0	games/2026-232.json
2026-233	2026-04-28	17	1	Silver Spring Ghosts	Queens Titans	Queens Coliseum	3	2	games/2026-233.json
2026-234	2026-04-28	13	5	Capitol Hill Senators	Staten Island Foxes	Fox Field	5	3	games/2026-234.json
2026-235	2026-04-29	7	9	Kensington Iron	Manayunk Runners	Canal Park	2	4	games/2026-235.json
2026-236	2026-04-29	2	14	Brooklyn Hammers	Anacostia Kings	Kings Yard	9	3	games/2026-236.json
2026-237	2026-04-29	17	16	Silver Spring Ghosts	Bethesda Blaze	Blaze Arena	4	3	games/2026-237.json
2026-238	2026-04-29	1	15	Queens Titans	Alexandria Cannons	Cannon Field	3	4	games/2026-238.json
2026-239	2026-04-29	3	13	Bronx Wolves	Capitol Hill Senators	Capitol Park	2	1	games/2026-239.json
2026-240	2026-04-29	8	0	Germantown Colonials	Newark Knights	Knights Field	3	2	games/2026-240.json
2026-241	2026-04-29	5	11	Staten Island Foxes	South Philly Stallions	Stallions Field	4	5	games/2026-241.json
2026-242	2026-04-29	4	12	Harlem Eagles	Georgetown Ravens	Ravens Nest	6	4	games/2026-242.json
2026-243	2026-04-29	6	10	Fishtown Ferals	Fairmount Rams	Fairmount Field	2	1	games/2026-243.json
2026-244	2026-04-30	10	4	Fairmount Rams	Harlem Eagles	Eagle Park	3	4	games/2026-244.json
2026-245	2026-04-30	0	7	Newark Knights	Kensington Iron	Iron Works	11	12	games/2026-245.json
2026-246	2026-04-30	9	5	Manayunk Runners	Staten Island Foxes	Fox Field	5	2	games/2026-246.json
2026-247	2026-04-30	12	2	Georgetown Ravens	Brooklyn Hammers	Iron Yard	1	4	games/2026-247.json
2026-248	2026-04-30	14	17	Anacostia Kings	Silver Spring Ghosts	Silver Spring Stadium	0	7	games/2026-248.json
2026-249	2026-04-30	8	6	Germantown Colonials	Fishtown Ferals	Ferals Field	1	5	games/2026-249.json
2026-250	2026-04-30	11	3	South Philly Stallions	Bronx Wolves	Wolf Den	0	2	games/2026-250.json
2026-251	2026-04-30	15	16	Alexandria Cannons	Bethesda Blaze	Blaze Arena	4	0	games/2026-251.json
2026-252	2026-04-30	13	1	Capitol Hill Senators	Queens Titans	Queens Coliseum	9	4	games/2026-252.json
2026-253	2026-05-01	1	11	Queens Titans	South Philly Stallions	Stallions Field	9	1	games/2026-253.json
2026-254	2026-05-01	2	10	Brooklyn Hammers	Fairmount Rams	Fairmount Field	4	2	games/2026-254.json
